Time,Time Code,Country Name,Country Code,Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]",GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]"
2000,YR2000,Dominican Republic,DOM,24.6425149107689,31.6704245093107,4123.10573163115,4.0689908919589
2000,YR2000,Ecuador,ECU,23.2669902579347,34.6929113152167,3953.39879728357,-0.133637950998727
2000,YR2000,"Egypt, Arab Rep.",EGY,21.2973524350146,30.7518670979124,2458.60835003016,1.23699720670391
2000,YR2000,El Salvador,SLV,24.2343298105567,26.8777211081236,2964.89346881406,1.47137092746017
2000,YR2000,Equatorial Guinea,GNQ,12.2962615156535,..,3839.08642737128,14.7705365281136
2000,YR2000,Eritrea,ERI,7.74142742197798,19.160680418751,845.132430060544,3.94553531730238
2000,YR2000,Estonia,EST,34.9923714556216,24.8827014515579,10006.7696280939,7.31923766598521
2000,YR2000,Eswatini,SWZ,26.2450268101573,39.3941080920233,2288.1859079469,5.21594427667843
2000,YR2000,Ethiopia,ETH,6.63606412842171,11.4104671171237,257.412698845664,1.63351478937744
2000,YR2000,Faroe Islands,FRO,..,17.8387590428492,..,..
2000,YR2000,Fiji,FJI,19.621242459082,19.5873526859446,3960.88903149999,0.0352382457624236
2000,YR2000,Finland,FIN,27.9523795517383,31.6029504494596,37872.6020343504,10.7186649142355
2000,YR2000,France,FRA,26.2749643268731,21.1286830497341,33255.1379642335,3.04117027418415
2000,YR2000,French Polynesia,PYF,16.8358293704308,..,22498.8285530328,0.274309551727134
2000,YR2000,Gabon,GAB,9.65325536245394,56.2551964968682,7596.09970650519,5.4731252435535
2000,YR2000,"Gambia, The",GMB,14.8732117197789,14.8226733584981,659.911237641141,5.55872128046551
2000,YR2000,Georgia,GEO,9.80998978126065,20.9975012824544,1561.19867638847,4.29984428089904
2000,YR2000,Germany,DEU,33.5310743242849,27.2536461219162,35087.0891588694,12.6085323042305
2000,YR2000,Ghana,GHA,15.5413054616847,25.4039222907651,1022.27520714566,3.32941946782064
2000,YR2000,Gibraltar,GIB,..,..,..,..
2000,YR2000,Greece,GRC,22.9083688919178,18.7134135325555,18002.9064613985,-0.00651674495547755
2000,YR2000,Greenland,GRL,..,..,31623.0591501943,..
2000,YR2000,Grenada,GRD,..,17.9095188316552,6677.1265230922,11.0547097235546
2000,YR2000,Guam,GUM,12.6587809369246,..,..,..
2000,YR2000,Guatemala,GTM,22.4929259297394,19.7911162779183,3165.93228427232,-4.08835554722306
2000,YR2000,Guinea,GIN,5.41594553082102,21.5230896940631,614.137235083638,0.227638091242679
2000,YR2000,Guinea-Bissau,GNB,9.81784757378843,8.88112869526954,571.094015178625,0.179450083125325
2000,YR2000,Guyana,GUY,24.3936677880641,20.0012299787296,3759.60789699989,9.41532518977148
2000,YR2000,Haiti,HTI,10.2698709768693,23.048486874758,1342.89490450523,0.194464980712557
2000,YR2000,Honduras,HND,22.0185323971583,29.3809338966492,1789.47798512637,4.8698431531529
2000,YR2000,"Hong Kong SAR, China",HKG,21.9641041826577,12.0823834898067,26933.2625903122,41.0649470707168
2000,YR2000,Hungary,HUN,33.7737577837207,27.0147480291097,8979.73578602949,5.81207210516034
2000,YR2000,Iceland,ISL,22.1024357042151,22.8576113961342,42174.6650593404,1.71910672335356
2000,YR2000,India,IND,16.3199167652664,27.3258283775917,756.704109527449,0.765211694280817
2000,YR2000,Indonesia,IDN,17.4370654588339,41.9690746433564,1828.10265968361,-2.75743993350903
2000,YR2000,"Iran, Islamic Rep.",IRN,30.9751821471517,40.3059101611596,3885.30183362976,0.0355866340459482
2000,YR2000,Iraq,IRQ,28.6441244918845,84.7959791546848,4172.78025105244,-6.61645727484025E-05
2000,YR2000,Ireland,IRL,28.4625453355513,31.5013226058138,42643.6343973429,25.7260262363322
2000,YR2000,Isle of Man,IMN,..,..,46274.9709691403,..
2000,YR2000,Israel,ISR,24.201858887421,23.0248113388922,29413.4894578106,5.89507316780042
2000,YR2000,Italy,ITA,31.7896065247165,24.1021086902835,32609.66746283,1.14581409094162
2000,YR2000,Jamaica,JAM,16.9937128769594,22.5635448178584,4928.33186965499,4.65960017463684
2000,YR2000,Japan,JPN,31.3394389312826,32.5135870554896,31430.631130325,0.215124715468568
2000,YR2000,Jordan,JOR,20.2692488425378,21.4363112007602,3412.07673213708,10.7940053678297
2000,YR2000,Kazakhstan,KAZ,16.2396018139637,37.7758296698614,4269.33016782791,7.49246609878753
2000,YR2000,Kenya,KEN,12.9631409019567,15.0158560285564,1195.41296851656,0.872896453431273
2000,YR2000,Kiribati,KIR,..,11.6259325102142,1555.58204812097,0.963562834776875
2000,YR2000,"Korea, Dem. People's Rep.",PRK,15.7302777857211,..,..,..
2000,YR2000,"Korea, Rep.",KOR,28.0478656534855,34.7553167849948,16995.5591864626,1.99753761472691
2000,YR2000,Kosovo,XKX,..,..,..,..
2000,YR2000,Kuwait,KWT,19.5397588706837,..,31341.9781474791,0.0432141499494191
2000,YR2000,Kyrgyz Republic,KGZ,10.4783790804103,29.1996199376661,718.342832397662,-0.172311073962181
2000,YR2000,Lao PDR,LAO,4.71482735483816,16.4770694017999,917.228038617529,1.95760389973722
2000,YR2000,Latvia,LVA,26.7582316969305,24.2213861800629,6336.38296707987,4.17696567652597
2000,YR2000,Lebanon,LBN,23.8567329840111,19.9654112221368,5958.97836750301,5.75581691967717
2000,YR2000,Lesotho,LSO,24.019010231144,35.1643078480714,725.263668707773,3.65200401728829
2000,YR2000,Liberia,LBR,11.1921698140959,4.24715102974828,754.850917360951,2.37986270022883
2000,YR2000,Libya,LBY,27.8639576297773,..,10853.8059516526,0.368425619834711
2000,YR2000,Liechtenstein,LIE,..,..,..,799.33394273342
2000,YR2000,Lithuania,LTU,26.7772005375036,26.5008484486882,6384.30865426374,3.29220428777652
2000,YR2000,Luxembourg,LUX,20.7927602006001,16.654678949085,92527.7108705226,..
2000,YR2000,"Macao SAR, China",MAC,24.2000135878796,11.4587356765804,31763.2937989367,-0.0116619047619048
2000,YR2000,Madagascar,MDG,8.24761799207303,..,465.529509827021,1.79192376325453
2000,YR2000,Malawi,MWI,7.1464573401669,19.0442214399711,418.592985038462,1.02470810251001
2000,YR2000,Malaysia,MYS,32.0263358217925,48.3205714911013,6455.61419792583,4.03842862393763
2000,YR2000,Maldives,MDV,20.1194207761247,..,7037.08545152972,3.57378188906309
2000,YR2000,Mali,MLI,7.89263669323188,21.5209477946314,596.578639012468,2.03720849674798
2000,YR2000,Malta,MLT,32.7458890065267,26.9973847512276,17178.2854995031,18.4102137484322
2000,YR2000,Marshall Islands,MHL,..,12.7373659530558,3040.59677355737,0.643512410907492
2000,YR2000,Mauritania,MRT,15.0464067886502,29.9518502588297,1304.64439067179,2.25319074953564
2000,YR2000,Mauritius,MUS,39.2517167009594,25.640266746151,5671.0295504201,5.62071802958224
2000,YR2000,Mexico,MEX,27.06526479757,34.3868003324753,9581.96970218684,2.47719212470142
2000,YR2000,"Micronesia, Fed. Sts.",FSM,..,8.1825149889528,2774.79494666123,..
2000,YR2000,Moldova,MDA,13.8945281812883,19.1476693676567,1346.91567176561,9.89887383909094
2000,YR2000,Monaco,MCO,..,..,120456.506337384,..
2000,YR2000,Mongolia,MNG,14.1409394100081,22.1961421557269,1598.31282040605,4.72312279765318
2000,YR2000,Montenegro,MNE,24.5022561218484,21.2590046532839,4431.60047014419,..
2000,YR2000,Morocco,MAR,19.7348530055297,24.3526302035856,1957.14135742188,0.991581858750167
2000,YR2000,Mozambique,MOZ,2.88233295302467,19.5292283612147,287.390630344484,2.3488011074454
2000,YR2000,Myanmar,MMR,12.5026481918531,9.69226113586128,298.590464506047,2.86117768008645
2000,YR2000,Namibia,NAM,12.2983941274934,23.4721656586449,3083.59657884697,5.00609742133938
2000,YR2000,Nauru,NRU,..,..,6090.65732404329,..
2000,YR2000,Nepal,NPL,11.6685282816549,20.7355700311999,547.221082273632,-0.00882425294523833
2000,YR2000,Netherlands,NLD,21.5745802980192,21.0997122897183,40665.338169599,15.1107005401962
2000,YR2000,New Caledonia,NCL,24.0556847835071,24.11925081065,..,-1.18788623942961
2000,YR2000,New Zealand,NZL,23.3259025921473,23.5899832274969,30853.807635459,-2.86529455631185
2000,YR2000,Nicaragua,NIC,18.3814487147343,20.1553281368856,1458.37490084556,5.21568567857809
2000,YR2000,Niger,NER,8.17464330803796,18.0983791582371,392.898616941042,0.703342920154778
2000,YR2000,Nigeria,NGA,11.3665476814237,33.823003290999,1421.67987952013,1.64832098964767
2000,YR2000,North Macedonia,MKD,34.4851395870609,21.4063367196738,3283.37934095351,5.76504706871211
2000,YR2000,Northern Mariana Islands,MNP,..,..,..,..
2000,YR2000,Norway,NOR,21.7865023584823,36.7998293058526,67846.5968643534,4.85955800743045
2000,YR2000,Oman,OMN,11.1873492223284,56.1644155722765,19881.7364316776,0.368381081460018
2000,YR2000,Pakistan,PAK,20.9763178368619,17.1836347813683,1049.54229686852,0.309595026317044
2000,YR2000,Palau,PLW,..,14.5161225606176,12100.4308019851,2.1250095294906
2000,YR2000,Panama,PAN,17.3629128793141,18.3015572560625,6856.14919005847,6.9176468268032
2000,YR2000,Papua New Guinea,PNG,6.10963060285412,39.3290741387457,1989.57882204274,2.74030313917345
2000,YR2000,Paraguay,PRY,16.9336194595312,35.5635329986887,4074.48953320404,1.21729436901028
2000,YR2000,Peru,PER,16.2011275594718,29.0341336995526,3286.27308475523,1.56479019339424
2000,YR2000,Philippines,PHL,16.228229158038,34.9752847681216,1793.34761146436,1.77722452613512
2000,YR2000,Poland,POL,31.0604642519214,28.7718397326483,7401.57697647848,5.39740366105294
2000,YR2000,Portugal,PRT,34.4481963842172,24.4615743968679,18822.0933119456,6.14861920837231
2000,YR2000,Puerto Rico (US),PRI,22.2699941219471,46.0618652940433,26131.9630643584,..
2000,YR2000,Qatar,QAT,36.8674453482713,..,52234.4244373565,1.41667543235467
2000,YR2000,Romania,ROU,25.802588104111,30.2634621400688,4569.30914768462,2.78361317174685
2000,YR2000,Russian Federation,RUS,29.2412746808921,33.91897031752,5323.66650390625,1.03116111575235
2000,YR2000,Rwanda,RWA,2.46817495236018,16.8199894205861,333.355090374626,0.391524366669991
2000,YR2000,Samoa,WSM,11.9747359772692,27.7265036026668,2945.37217923198,-0.466208760178323
2000,YR2000,San Marino,SMR,..,..,55806.9219720449,..
2000,YR2000,Sao Tome and Principe,STP,18.4410424214094,..,959.938180991352,4.98698169293887
2000,YR2000,Saudi Arabia,SAU,24.4109062280753,53.4502821941208,22247.8566987439,-0.9925690992161
2000,YR2000,Senegal,SEN,12.9689255998244,24.0081947042607,1048.37474052363,1.35774452423374
2000,YR2000,Serbia,SRB,26.3866020695943,35.3275119550021,3542.35373929055,..
2000,YR2000,Seychelles,SYC,..,41.7175677617359,11703.7535246117,3.71851665514147
2000,YR2000,Sierra Leone,SLE,3.49202967689389,26.7592113729712,727.240913361187,6.13349349626252
2000,YR2000,Singapore,SGP,27.8294400021719,32.4585044954973,34890.0811365168,16.1488904515269
2000,YR2000,Sint Maarten (Dutch part),SXM,..,..,..,..
2000,YR2000,Slovak Republic,SVK,37.2577007119194,29.5100486010771,8997.21199594319,7.47241104252041
2000,YR2000,Slovenia,SVN,37.6631320688706,30.4454054896668,16146.1216848394,0.673638153483466
2000,YR2000,Solomon Islands,SLB,18.0153820025718,..,1747.73099551254,0.477405088785097
2000,YR2000,"Somalia, Fed. Rep.",SOM,13.3209450367215,..,233.032393086367,0.00791139831589152
2000,YR2000,South Africa,ZAF,27.0635884846059,28.2297555130289,4700.87555500704,0.638427514423676
2000,YR2000,South Sudan,SSD,15.2325403759918,..,..,..
2000,YR2000,Spain,ESP,30.8266249861375,28.0206433600126,24106.8818529374,6.80878594546401
2000,YR2000,Sri Lanka,LKA,22.5665161193556,27.3180767964657,1956.93310381072,1.05898829001768
2000,YR2000,St. Kitts and Nevis,KNA,..,26.842734561823,14039.0281125333,20.4345179371461
2000,YR2000,St. Lucia,LCA,20.5675242278463,..,9198.93894352203,10.3032379060764
2000,YR2000,St. Martin (French part),MAF,..,..,..,..
2000,YR2000,St. Vincent and the Grenadines,VCT,20.6753962784287,16.6518139228873,5062.8308005303,12.6913900432479
2000,YR2000,Sudan,SDN,14.9571369467049,20.0797178625874,1111.11865234375,3.19972610023634
2000,YR2000,Suriname,SUR,21.1847221163376,24.8905012043069,6128.31602380553,-10.2567136211785
2000,YR2000,Sweden,SWE,24.3735375863302,25.9991946163842,41561.0967199358,8.67911210694383
2000,YR2000,Switzerland,CHE,24.6640258672501,25.4681959795745,73749.9389517966,8.26631602875868
2000,YR2000,Syrian Arab Republic,SYR,26.094415683755,33.3190732492983,1248.38488334216,1.42577626259779
2000,YR2000,Tajikistan,TJK,15.2134777135259,35.2773269155426,429.537300984643,2.73586929115128
2000,YR2000,Tanzania,TZA,2.83562807815428,19.21152665607,555.348083496094,3.46551698028756
2000,YR2000,Thailand,THA,20.140519528935,36.6694083813627,3514.71662970608,2.66312868727133
2000,YR2000,Timor-Leste,TLS,7.53010188329731,16.0859610551822,1117.56429796112,..
2000,YR2000,Togo,TGO,7.46398955059587,30.3028277716404,679.533367700848,2.50698256954936
2000,YR2000,Tonga,TON,29.851208055579,18.1054832340091,3866.68591314331,4.49717744985392
2000,YR2000,Trinidad and Tobago,TTO,28.0852430808768,47.5360468126773,10038.9826987815,8.33298414855164
2000,YR2000,Tunisia,TUN,32.2153979779881,26.8066210495559,2864.55075602101,3.49602747137556
2000,YR2000,Turkiye,TUR,23.9794246138258,26.7974121691922,6325.0960882995,0.358009205092114
2000,YR2000,Turkmenistan,TKM,26.763855646847,41.0606930882634,2255.01496788934,4.50998914417002
2000,YR2000,Turks and Caicos Islands,TCA,..,15.0150590104723,..,..
2000,YR2000,Tuvalu,TUV,..,6.24423076923077,3056.55101983122,..
2000,YR2000,Uganda,UGA,5.78893046507929,21.4381815994678,509.19755319016,2.59476174980504
2000,YR2000,Ukraine,UKR,23.2406185795456,31.6502770712209,1409.22265625,1.83783307310592
2000,YR2000,United Arab Emirates,ARE,28.3368761337044,48.5170116316395,57365.3983287418,-0.485281532912816
2000,YR2000,United Kingdom,GBR,25.1680752823226,22.6229886477608,38921.896573883,9.85451206947798
2000,YR2000,United States,USA,22.6900465933563,22.4531048433355,48616.2546267835,3.40578123865959
2000,YR2000,Uruguay,URY,22.6112354290097,22.0452037217921,11096.3309569487,1.15156587871402
2000,YR2000,Uzbekistan,UZB,24.1144827659308,20.2297579555228,1269.72137546219,0.542857629929967
2000,YR2000,Vanuatu,VUT,5.29183918792574,11.2229908389199,2841.73909435642,7.44669130551293
2000,YR2000,"Venezuela, RB",VEN,22.8253044223717,46.4048482561673,..,4.01463241741596
2000,YR2000,Viet Nam,VNM,12.4356455670638,36.7307753268455,1212.19657794381,4.16392407955693
2000,YR2000,Virgin Islands (U.S.),VIR,22.4290594715192,..,..,..
2000,YR2000,West Bank and Gaza,PSE,34.1233722647335,21.4924888724036,2436.01207739636,1.43744162248919
2000,YR2000,"Yemen, Rep.",YEM,12.2392928203998,48.7835790730058,2114.65260945793,0.066115307019514
2000,YR2000,Zambia,ZMB,5.75247480594654,23.2438941549244,804.48463418783,3.37996207983055
2000,YR2000,Zimbabwe,ZWE,12.1732682054368,..,1676.49245294438,0.346788418090632
2000,YR2000,Africa Eastern and Southern,AFE,9.58963317397881,26.7415126309128,1196.92976594366,1.53378731929451
2000,YR2000,Africa Western and Central,AFW,11.3392136628289,31.8037043942677,1184.3601376623,1.80110695968237
2000,YR2000,Arab World,ARB,22.0105624225997,50.0023871323004,4915.07098418265,0.503069487849338
2000,YR2000,Caribbean small states,CSS,23.6456510448463,25.3407011825174,10372.1053308649,5.50608993134515
2000,YR2000,Central Europe and the Baltics,CEB,31.5837319549053,28.8746540505292,7450.84783060072,5.48725172386125
2000,YR2000,Early-demographic dividend,EAR,17.5358562086055,32.3805315578442,2179.57227094119,1.51905993449061
2000,YR2000,East Asia & Pacific,EAS,22.2250278195345,33.9979527763837,5037.74846611186,2.09016910544088
2000,YR2000,East Asia & Pacific (excluding high income),EAP,21.2738552771316,43.3979803013773,2132.39410423255,2.75362134110681
2000,YR2000,East Asia & Pacific (IDA & IBRD countries),TEA,21.3582239517012,43.3881415349488,2157.91995931087,2.75356750260768
2000,YR2000,Euro area,EMU,29.9870638986152,24.942708992467,30849.3495356471,8.54813278191156
2000,YR2000,Europe & Central Asia,ECS,27.6265456522069,25.269989906754,18450.0762772974,8.53277020317513
2000,YR2000,Europe & Central Asia (excluding high income),ECA,22.0953400799781,27.9782043232008,3231.22350702211,1.12660506277746
2000,YR2000,Europe & Central Asia (IDA & IBRD countries),TEC,25.9756143543589,29.7703607758017,4429.9940509236,2.1841923636595
2000,YR2000,European Union,EUU,30.0732381605589,25.1511153506032,26362.9094240555,8.72682634809101
2000,YR2000,Fragile and conflict affected situations,FCS,12.5127771068664,..,1366.26930852196,2.03478438724061
2000,YR2000,Heavily indebted poor countries (HIPC),HPC,8.60959583548398,21.3781341672554,677.558211848878,2.23474994549876
2000,YR2000,High income,HIC,27.395676196844,26.525653555125,30162.6065895713,5.04793789355413
2000,YR2000,IBRD only,IBD,21.21649415716,34.4479201502287,2753.40433818245,2.67058422922863
2000,YR2000,IDA & IBRD total,IBT,19.386238086389,33.5627104859208,2342.69263467866,2.56055246973684
2000,YR2000,IDA blend,IDB,15.248782653657,23.5408591461236,1294.79822893349,0.95628635613584
2000,YR2000,IDA only,IDX,9.81087710656183,23.4563867856751,687.696747994812,1.6021310779093
2000,YR2000,IDA total,IDA,11.7138662781424,23.5333560492541,898.926252910715,1.29340089237897
2000,YR2000,Late-demographic dividend,LTE,22.8407297996519,36.4715921353957,3466.37583953585,4.22027710922871
2000,YR2000,Latin America & Caribbean,LCN,22.4908048838398,29.4908130394389,6890.95854002319,3.59400713534615
2000,YR2000,Latin America & Caribbean (excluding high income),LAC,22.4687224959163,28.3718763860333,6579.79388057131,3.44814992139531
2000,YR2000,Latin America & the Caribbean (IDA & IBRD countries),TLA,22.4842935497305,29.249497668589,6756.85832514381,3.6046320225013
2000,YR2000,Least developed countries: UN classification,LDC,8.68354377159227,23.8121994271857,631.50225918843,1.72914814916659
2000,YR2000,Low & middle income,LMY,19.0494810782715,33.6770681664903,2167.96623101832,2.42054553801431
2000,YR2000,Low income,LIC,9.87739683819967,26.7836178228099,677.728896535171,1.51469596231996
2000,YR2000,Lower middle income,LMC,15.1757836850461,27.0589060761245,1024.85552728831,1.44364467402696
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan",MEA,22.9511827793446,42.8363573764375,4007.86448293982,1.14180625743489
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,22.8085173721879,36.5062711472036,2321.52827325069,0.93998528017746
2000,YR2000,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,22.7563901532669,36.6168372263502,2320.80463764382,0.936241959950503
2000,YR2000,Middle income,MIC,19.6086058526506,33.8194162817103,2276.20890500993,2.43781146234556
2000,YR2000,North America,NAC,22.7483212907003,22.9261094461855,47578.0061075661,3.79568547686926
2000,YR2000,Not classified,INX,..,..,..,..
2000,YR2000,OECD members,OED,26.694756226195,25.9672385343985,30595.8599937164,4.74925338080611
2000,YR2000,Other small states,OSS,24.2441553801521,29.2855830010442,8299.23987457603,7.09808186498581
2000,YR2000,Pacific island small states,PSS,17.4493541543787,16.4614026800886,3176.90714165853,1.11866132266139
2000,YR2000,Post-demographic dividend,PST,26.8289141416933,25.6196354985699,34230.9054924734,5.04527859168424
2000,YR2000,Pre-demographic dividend,PRE,9.81218807808997,38.6902288451945,1069.98504122582,1.65055236788856
2000,YR2000,Small states,SST,23.2327584914295,27.3704293962479,8155.00786912822,6.28339766675838
2000,YR2000,South Asia,SAS,15.6827365734087,26.7569932735608,758.13317248215,0.745913492326252
2000,YR2000,South Asia (IDA & IBRD),TSA,15.6827365734087,26.7569932735608,758.13317248215,0.745913492326252
2000,YR2000,Sub-Saharan Africa,SSF,10.3354973405731,28.5001150040947,1190.88998044252,1.62351456558548
2000,YR2000,Sub-Saharan Africa (excluding high income),SSA,10.7797712456844,28.8110014657774,1292.14178142116,1.62000975775632
2000,YR2000,Sub-Saharan Africa (IDA & IBRD countries),TSS,10.335497340573,28.5001150040947,1190.88998044252,1.62351456558548
2000,YR2000,Upper middle income,UMC,22.6671367652044,35.6602996208103,3401.40167862764,2.71071768863972
2000,YR2000,World,WLD,20.7639446497049,27.7159860051057,7871.24443001781,4.60541814072721
2001,YR2001,Afghanistan,AFG,9.83379251851523,..,277.118051443941,0.0241685679088889
2001,YR2001,Albania,ALB,12.7054387098669,24.386649861103,2188.91854451375,5.10708868615592
2001,YR2001,Algeria,DZA,25.0099766000693,40.8145902645976,3610.00605631983,1.87349238167778
2001,YR2001,American Samoa,ASM,..,..,..,..
2001,YR2001,Andorra,AND,..,14.9240176087095,36790.1037072591,..
2001,YR2001,Angola,AGO,8.47220164609403,64.8838115415289,1947.85672988915,24.0090757001341
2001,YR2001,Antigua and Barbuda,ATG,..,12.0578567842058,15003.4389169034,16.6117778808366
2001,YR2001,Argentina,ARG,21.967694517928,25.2434339827333,10051.9448463043,0.806164134759348
2001,YR2001,Armenia,ARM,13.5651092620801,..,1351.12072694555,3.29806741743693
2001,YR2001,Aruba,ABW,..,13.0540690696972,31169.7969138989,-14.0750555726085
2001,YR2001,Australia,AUS,21.528312244985,23.6335209682755,46191.3142366289,2.82305214676613
2001,YR2001,Austria,AUT,29.379239257678,28.4398919244968,38929.753800545,2.89572243102078
2001,YR2001,Azerbaijan,AZE,10.8209918364508,43.4626382722552,1640.93664218988,14.3593922707314
2001,YR2001,"Bahamas, The",BHS,17.0463707214581,9.53614103678483,32870.1991409669,1.23072964943982
2001,YR2001,Bahrain,BHR,28.567805131395,..,25106.2869742612,0.895243944446186
2001,YR2001,Bangladesh,BGD,11.0636437552509,22.5838118742213,641.288922876274,0.145443904569924
2001,YR2001,Barbados,BRB,19.6334854645964,14.6914388606973,18867.6490259856,2.99574106858733
